province,type,name,about,priorities,website,phone,email,address,parent_ministry,minister_name,minister_phone,minister_email,minister_url,minister_photo_url,twitter,facebook,youtube,instagram
AB,Regulatory/Adjudicative,Automobile Insurance Rate Board,The Automobile Insurance Rate Board reviews and approves automobile insurance rates and rating programs for basic and additional coverage of private passenger vehicles.,,https://albertaairb.ca/,,,,,,,,,,,,,
AB,Public Trust,Balancing Pool,"The Balancing Pool is responsible for managing the financial accounts arising from the transition to a competitive generation market, on behalf of electricity consumers as well as meeting any obligations and responsibilities associated with both sold and unsold Power Purchase Arrangements.",,https://www.balancingpool.ca/,,,,,,,,,,,,,
AB,Service Delivery,Banff Centre Board of Governors,"Banff Centre is a board-governed, public post-secondary institution with its main campus located in Banff. It operates under the authority of Alberta’sPost-secondary Learning Act. The institution offers a range of non-credential programming and may undertake research that aligns with its programs.",,https://www.banffcentre.ca/banff-centre-board-governors,,,,,,,,,,,,,
AB,Regulatory/Adjudicative,Beverage Container Management Board,The Beverage Container Management Board is responsible for the provincial recycling program for beverage containers.,,https://www.bcmb.ab.ca/,,,,,,,,,,,,,
AB,Advisory,Birch Mountains Wildland Provincial Park Cooperative Management Board,"The Birch Mountains Wildland Provincial Park Cooperative Management Board provides recommendations to the Minister on matters related to the development of a park-specific management plan and implementation oversight. In addition to the government appointed positions, there are an additional twenty-three members and their alternates, representing many Indigenous communities.",,https://www.albertaparks.ca/parks/north/birch-mountains-wpp/park-research-management/,,,,,,,,,,,,,
AB,Advisory,Birch River Wildland Provincial Park Cooperative Management Board,"The Birch River Wildland Provincial Park Cooperative Management Board provides recommendations to the Minister on matters related to the development of a park-specific management plan and implementation oversight. In addition to the government appointed positions, there are an additional twenty-three members and their alternates, representing many Indigenous communities.",,https://www.albertaparks.ca/parks/north/birch-river-wpp/park-research-management/,,,,,,,,,,,,,
AB,Regulatory/Adjudicative,Board of Reference Roster,"The Board of Reference hears appeals about decisions of school boards related to a teacher’s suspension, termination of employment, termination of a teacher’s designation, or the refusal to release a teacher from an employment contract.",,https://www.alberta.ca/staff-directory.cfm,,,,,,,,,,,,,
AB,Service Delivery,Bow Valley College Board of Governors,"Bow Valley College is a board-governed, public post-secondary institution with its main campus located in Calgary. It operates under the authority of Alberta’sPost-secondary Learning Actas a comprehensive community college. The institution offers a range of foundational, apprenticeship, and undergraduate programming and may undertake research and scholarly activities that are focused on industry or community needs, and that support economic and social development in its region.",,https://bowvalleycollege.ca/about-us/governance/board-of-governors,,,,,,,,,,,,,
AB,Regulatory/Adjudicative,Calgary Police Commission,Municipal Police Commissions are established under thePolice Actto provide public oversight of municipal police services.,,https://www.calgarypolicecommission.ca/,,,,,,,,,,,,,
AB,Advisory,Campus Alberta Quality Council,The Campus Alberta Quality Council is an arms-length quality assurance agency that has been established to advance the quality of the post-secondary system in Alberta. The Council provides advice and recommendations to the Minister on applications from post-secondary institutions seeking to offer new degree programs in Alberta and is responsible for reviewing and monitoring degree programs to ensure that they continue to meet its expectations of quality.,,https://caqc.alberta.ca/,,,,,,,,,,,,,
AB,Regulatory/Adjudicative,Camrose Police Commission,,,https://camrosepolicecommission.ca/,,,,,,,,,,,,,
AB,Advisory,Canadian Centre of Recovery Excellence,The Corporation provides leadership in building a recovery-oriented system of care for people struggling with addiction and mental health challenges. It supports government and help advance the Alberta Recovery Model as a corporation.,,https://recoveryexcellence.org/,,,,,,,,,,,,,
AB,Regulatory/Adjudicative,Canadian Information Processing Society of Alberta - Board of Directors,"The Board of Directors of the Canadian Information Processing Society of Alberta manages and conducts the business and affairs of the Association and exercise the rights, powers and privileges of the Association in the name and on behalf of the Association.",,https://ab.cips.ca/,,,,,,,,,,,,,
AB,Service Delivery,Cancer Care Provincial Health Corporation,Mandate:  The Cancer Care Provincial Health Corporation (known as Cancer Care Alberta) is established for the purposes of delivering and coordinating the delivery of cancer care services in the acute care health services sector.,,https://cancercarealberta.ca/,,,,,,,,,,,,,
AB,Advisory,Caribou Sub-Regional Council,"The Caribou Sub-regional Council operates through one or more sub-committees (task forces) that provides recommendations to the Minister based upon local knowledge and expertise for sub-regional planning areas encompassing one or more of Alberta's 15 caribou ranges. Recommendations from the task force will also address caribou priorities, including working towards achieving and maintaining naturally self-sustaining caribou populations over the long term, and consider multi-species conservation, economic opportunities, recreational pursuits and other societal interests, and the impact on the exercise of Treaty rights and traditional uses.",,https://www.alberta.ca/caribou-sub-regional-task-forces,,,,,,,,,,,,,
AB,Regulatory/Adjudicative,Certification Appeal Committee,The Certification Appeal Committee hears appeals related to the issuance or re-issuance of teacher certification.,,https://public-agency-list.alberta.ca/PublicAgencyList/getagencydocument?documentId=14E9A158-9BC3-48C3-9E9B-07D8485F23E9,,,,,,,,,,,,,
AB,Regulatory/Adjudicative,Chartered Professional Accountants of Alberta – Board of Directors,"The Board of Directors governs the business and affairs of the Chartered Professional Accountants of Alberta (CPAA), fulfils the purposes of the Chartered Professional Accountants Act, and exercises the CPAA’s powers in the name of and on behalf of the CPAA.",,https://www.cpaalberta.ca/,,,,,,,,,,,,,
